transaction_id,customer_id,transaction_date,transaction_type,amount,transaction_mode,merchant,status_transaction
38995,367,2024-10-27 04:22:12,Transfer,21317.88,Online,Flipkart,Success
39160,368,2025-05-09 10:58:29,Transfer,10011.07,Online,Electricity Board,Failed
29269,369,2025-08-03 07:16:16,Withdrawal,20719.34,Branch,,Pending
31705,370,2024-03-14 10:23:00,Deposit,41457.54,Online,,Success
49064,371,2024-10-26 23:14:45,Transfer,4148.71,Branch,Electricity Board,Pending
29425,372,2024-03-14 14:21:48,Deposit,12278.57,Branch,,Success
29813,373,2023-11-01 06:38:50,Withdrawal,15650.0,Online,,Success
40026,374,2024-06-08 17:05:37,Deposit,212.68,UPI,,Success
38309,375,2024-12-15 05:34:27,Transfer,11051.28,Branch,IRCTC,Success
17584,376,2024-08-31 18:53:26,Deposit,11260.06,Online,,Success
49347,377,2024-08-16 16:00:01,Deposit,6479.04,ATM,,Success
6662,378,2025-10-04 17:11:14,Withdrawal,12328.84,Branch,,Success
30237,379,2024-02-12 03:39:39,Deposit,3482.73,Online,,Success
13382,380,2024-07-11 16:21:47,Withdrawal,3779.57,ATM,,Success
30576,381,2024-11-21 11:44:17,Transfer,14172.41,Online,Flipkart,Pending
42716,382,2025-05-13 14:35:24,Bill Payment,9735.31,Branch,IRCTC,Success
33567,383,2023-12-20 05:17:34,Deposit,338.77,Online,,Success
20966,384,2024-07-10 16:55:29,Withdrawal,3795.25,Branch,,Success
30902,385,2025-09-19 14:03:00,Deposit,7849.44,UPI,,Success
33043,386,2023-10-12 21:30:20,Transfer,986.44,ATM,Flipkart,Success
45672,387,2025-06-04 01:58:01,Deposit,6410.52,UPI,,Success
42608,388,2024-12-14 19:42:13,Deposit,2738.92,Branch,,Success
20126,389,2024-07-30 13:28:58,Deposit,14497.21,Branch,,Success
13586,390,2024-06-02 03:13:53,Withdrawal,3315.8,Branch,,Pending
849,391,2024-09-15 15:18:51,Transfer,23192.02,ATM,BigBasket,Success
14087,392,2024-01-10 23:19:54,Deposit,13648.1,ATM,,Success
10372,393,2024-07-02 02:11:25,Deposit,7841.85,Online,,Success
23437,394,2025-03-25 02:05:56,Deposit,1804.84,Online,,Pending
41978,395,2025-06-23 02:25:33,Deposit,2150.81,ATM,,Success
20813,396,2025-04-09 15:47:05,Deposit,4310.27,UPI,,Success
43881,397,2024-09-20 03:19:38,Transfer,9687.31,Online,Water Board,Success
38817,398,2025-02-25 15:39:22,Deposit,13660.37,ATM,,Success
34604,399,2025-01-26 06:50:35,Deposit,2038.06,Online,,Success
18392,400,2024-12-31 20:34:45,Deposit,3914.68,ATM,,Success
9697,401,2024-03-31 22:56:18,Transfer,1625.86,Online,IRCTC,Success
4410,402,2024-01-11 05:53:51,Withdrawal,6465.96,Branch,,Success
47350,403,2025-05-21 19:47:07,Deposit,2714.17,Online,,Success
40297,404,2025-05-20 04:16:33,Withdrawal,9953.13,UPI,,Success
34191,405,2025-07-17 18:52:54,Transfer,4020.5,Online,Reliance,Failed
48376,406,2025-04-05 13:24:52,Transfer,4390.3,Branch,Amazon,Success
30363,407,2025-08-18 20:42:20,Withdrawal,29064.49,ATM,,Success
19742,408,2025-04-21 20:57:12,Withdrawal,7986.13,UPI,,Success
19546,409,2025-02-27 01:50:57,Withdrawal,9112.57,Branch,,Success
10021,410,2023-12-27 08:35:32,Transfer,27721.39,Online,BigBasket,Success
36961,411,2025-02-18 05:36:26,Deposit,5486.14,ATM,,Success
2683,412,2023-12-08 10:08:25,Deposit,1702.04,Branch,,Success
40261,413,2025-01-13 04:53:50,Deposit,8194.45,Online,,Success
36188,414,2024-06-12 19:26:25,Deposit,4370.54,Branch,,Success
19939,415,2025-04-04 19:10:14,Withdrawal,21015.85,ATM,,Success
16192,416,2024-07-08 04:32:37,Withdrawal,32677.36,Branch,,Success
48192,417,2025-04-11 14:14:22,Deposit,10262.75,Online,,Success
2778,418,2023-11-11 00:16:26,Withdrawal,15767.69,Branch,,Success
4771,419,2025-02-21 16:32:10,Deposit,1072.12,Branch,,Success
34271,420,2025-01-17 00:25:45,Bill Payment,16606.46,Branch,PayTM,Success
33718,421,2023-11-25 01:40:28,Bill Payment,3186.83,Branch,Water Board,Success
8552,422,2025-07-15 16:25:03,Bill Payment,5956.04,UPI,PhonePe,Success
49220,423,2025-05-26 00:41:15,Transfer,3240.55,UPI,IRCTC,Success
27746,424,2025-08-05 21:24:26,Deposit,9250.89,Online,,Success
39135,425,2024-07-19 12:51:10,Deposit,17774.87,Online,,Success
41189,426,2023-10-28 23:21:54,Deposit,5929.75,Branch,,Success
21203,427,2025-06-12 17:49:51,Transfer,23163.67,ATM,Amazon,Success
48998,428,2025-06-16 23:07:21,Transfer,2278.32,Online,Electricity Board,Success
18751,429,2024-10-27 17:37:30,Deposit,13005.25,ATM,,Success
29881,430,2023-10-12 13:36:01,Deposit,3326.37,ATM,,Success
36572,431,2024-03-03 05:02:19,Withdrawal,17311.45,UPI,,Success
13210,432,2024-01-21 13:11:08,Deposit,4982.11,ATM,,Success
36215,433,2024-07-21 09:45:45,Transfer,28127.67,Branch,IRCTC,Success
44757,434,2025-01-28 09:33:57,Deposit,13030.19,Branch,,Success
4908,435,2025-03-29 01:17:18,Deposit,13777.89,UPI,,Success
5352,436,2024-01-03 20:54:51,Deposit,1021.31,UPI,,Success
14753,437,2025-05-24 23:29:08,Withdrawal,15087.22,Branch,,Success
34888,438,2025-09-21 08:09:28,Withdrawal,2569.35,Branch,,Success
41899,439,2025-04-24 16:15:11,Withdrawal,6565.56,ATM,,Success
14414,440,2025-04-08 07:29:43,Withdrawal,8839.92,UPI,,Success
30355,441,2025-04-10 15:24:34,Withdrawal,2364.87,Branch,,Success
34065,442,2025-05-09 02:48:40,Deposit,17597.58,UPI,,Success
48902,443,2025-06-18 21:21:50,Deposit,21458.37,Online,,Success
24880,444,2024-08-23 07:30:49,Deposit,10941.39,Branch,,Failed
30538,445,2024-01-01 07:30:29,Transfer,2399.36,Online,Electricity Board,Success
6423,446,2025-02-21 15:51:17,Deposit,6799.86,Branch,,Success
42554,447,2025-01-01 14:57:12,Deposit,11854.32,Online,,Success
18215,448,2024-10-04 08:26:57,Withdrawal,2100.32,UPI,,Pending
5457,449,2025-01-15 10:53:29,Transfer,3370.16,Branch,PayTM,Success
34455,450,2024-11-09 01:04:36,Transfer,7465.34,ATM,IRCTC,Success
15800,451,2025-08-21 03:24:13,Withdrawal,4238.98,UPI,,Success
33829,452,2024-05-09 09:40:31,Withdrawal,9382.45,Online,,Success
15935,453,2024-05-30 05:42:40,Withdrawal,14577.66,Branch,,Success
34825,454,2024-12-16 10:45:12,Deposit,1321.2,Online,,Success
49872,455,2025-01-22 04:45:45,Transfer,17098.03,Online,Amazon,Success
1310,456,2024-01-24 12:31:05,Deposit,4330.74,ATM,,Pending
30352,457,2025-06-07 23:07:36,Withdrawal,1707.86,Branch,,Success
31359,458,2024-07-14 16:59:50,Withdrawal,22922.45,Branch,,Success
21843,459,2025-03-29 08:22:08,Deposit,6501.34,UPI,,Failed
38464,460,2024-04-23 01:54:05,Withdrawal,11876.83,Online,,Success
11110,461,2025-08-08 20:21:35,Deposit,4544.99,Branch,,Success
15733,462,2025-05-19 01:22:38,Deposit,7406.65,Branch,,Success
34049,463,2024-05-10 20:17:24,Deposit,9853.63,Branch,,Failed
49276,464,2024-12-07 15:31:51,Deposit,4229.75,Online,,Success
10619,465,2025-06-23 11:03:02,Withdrawal,6308.98,Branch,,Success
24608,466,2025-07-30 12:52:42,Transfer,6317.41,UPI,PhonePe,Failed
9633,467,2023-12-09 06:54:05,Withdrawal,397.72,ATM,,Success
46273,468,2024-12-11 18:29:25,Withdrawal,15198.72,ATM,,Success
34142,469,2024-12-05 08:29:49,Withdrawal,1871.58,ATM,,Success
23800,470,2024-11-06 00:17:23,Deposit,15448.14,Online,,Success
13543,471,2023-11-23 16:27:42,Transfer,11191.49,Online,Flipkart,Success
26968,472,2023-12-06 00:21:03,Transfer,15201.69,Branch,Electricity Board,Success
40735,473,2025-09-27 19:02:16,Withdrawal,22373.62,Branch,,Success
4659,474,2024-08-17 08:17:09,Transfer,23979.69,Branch,BigBasket,Success
23180,475,2024-02-08 12:14:14,Transfer,2840.17,Online,PayTM,Pending
21000,476,2024-12-18 02:45:57,Deposit,15085.39,ATM,,Success
7731,477,2025-02-23 02:50:17,Withdrawal,15341.6,Online,,Success
5583,478,2024-02-23 21:25:37,Transfer,6476.72,Branch,Electricity Board,Success
15730,479,2024-05-03 13:56:13,Deposit,9994.13,UPI,,Success
8737,480,2024-12-29 21:20:51,Transfer,4771.33,Branch,Gas Supplier,Success
29234,481,2024-01-03 01:39:55,Deposit,6873.45,ATM,,Success
38731,482,2024-09-23 19:25:30,Transfer,9535.07,Branch,Reliance,Success
22241,483,2024-12-27 11:30:28,Withdrawal,1366.57,Online,,Success
39105,484,2024-04-17 04:52:05,Withdrawal,5903.41,Online,,Success
28715,485,2025-02-16 19:55:47,Deposit,4088.48,Branch,,Success
22981,486,2023-10-14 13:09:51,Deposit,3616.0,ATM,,Success
25350,487,2024-06-17 05:49:00,Bill Payment,10187.62,Branch,Amazon,Success
15147,488,2025-03-13 06:21:31,Withdrawal,14408.43,Online,,Failed
21476,489,2025-04-13 14:26:27,Deposit,797.33,Branch,,Success
41667,490,2025-02-18 02:27:21,Transfer,1179.21,Branch,IRCTC,Success
35124,491,2025-03-04 01:19:27,Transfer,7601.28,Branch,Electricity Board,Success
32558,492,2024-08-24 20:39:59,Transfer,4082.51,Online,Reliance,Success
40872,493,2025-06-23 22:17:07,Deposit,6843.26,Online,,Success
23422,494,2023-10-11 00:51:06,Withdrawal,17268.15,ATM,,Success
4932,495,2023-12-14 08:33:27,Withdrawal,5957.09,Branch,,Success
4177,496,2024-05-12 08:34:52,Deposit,1057.31,UPI,,Success
37375,497,2025-04-26 03:10:12,Deposit,3968.92,Branch,,Success
15619,498,2024-04-06 06:02:07,Transfer,1379.45,UPI,Electricity Board,Failed
19420,499,2024-08-12 23:29:55,Deposit,5276.63,Online,,Success
44557,500,2025-03-24 17:52:11,Deposit,6868.09,UPI,,Success
4379,501,2025-03-31 01:40:58,Withdrawal,6204.19,UPI,,Success
43554,502,2024-02-29 16:10:17,Withdrawal,2823.62,ATM,,Success
33223,503,2024-01-21 16:06:18,Deposit,3006.47,UPI,,Success
43773,504,2025-08-19 22:28:05,Deposit,18401.93,Online,,Success
3426,505,2024-11-03 13:34:28,Deposit,9054.49,Branch,,Success
16446,506,2024-11-20 20:22:40,Bill Payment,4500.43,ATM,BigBasket,Success
5706,507,2024-08-19 20:20:43,Deposit,4001.56,Online,,Success
11916,508,2025-10-04 05:58:10,Withdrawal,10171.44,ATM,,Success
47525,509,2025-04-09 19:38:55,Deposit,16522.75,Online,,Success
49673,510,2025-02-18 00:33:23,Deposit,20266.02,UPI,,Success
44897,511,2025-02-15 00:40:51,Withdrawal,21506.25,Online,,Success
39109,512,2024-02-06 01:33:11,Deposit,16966.94,Online,,Success
38427,513,2024-01-07 01:07:48,Deposit,1248.19,UPI,,Success
44851,514,2024-02-05 06:52:56,Transfer,70494.89,ATM,IRCTC,Success
10095,515,2024-05-23 02:37:06,Transfer,6087.05,ATM,IRCTC,Success
49060,516,2024-09-21 08:27:45,Deposit,262.02,UPI,,Success
12941,517,2023-11-27 22:53:45,Deposit,10577.2,Online,,Success
26615,518,2024-02-27 03:47:53,Withdrawal,3788.84,Online,,Success
44463,519,2024-01-19 03:07:56,Transfer,3868.82,ATM,Reliance,Success
11382,520,2024-05-19 01:13:15,Withdrawal,5570.52,Branch,,Success
20597,521,2025-03-03 19:13:19,Withdrawal,1955.7,UPI,,Success
40616,522,2023-12-07 14:04:44,Transfer,2498.26,UPI,Amazon,Success
17199,523,2024-06-25 17:57:29,Bill Payment,6721.73,Branch,Gas Supplier,Success
1560,524,2025-03-02 12:58:31,Withdrawal,693.58,UPI,,Success
41556,525,2024-05-04 23:32:37,Transfer,6233.23,UPI,Electricity Board,Success
26350,526,2024-06-19 19:53:39,Deposit,16397.2,Branch,,Success
829,527,2023-11-22 13:34:27,Deposit,7282.75,UPI,,Success
27753,528,2025-01-18 12:59:39,Withdrawal,1130.7,UPI,,Success
24725,529,2024-07-16 11:59:08,Withdrawal,1405.67,UPI,,Success
10199,530,2024-01-22 12:02:18,Withdrawal,17888.74,UPI,,Success
364,531,2024-06-08 22:49:43,Transfer,6531.05,UPI,Amazon,Success
45329,532,2023-11-22 03:04:38,Bill Payment,7591.93,ATM,PayTM,Success
22207,533,2023-11-22 09:41:46,Deposit,15112.93,ATM,,Failed
39710,534,2023-10-30 21:24:16,Transfer,2520.17,Branch,Reliance,Success
32007,535,2025-02-28 06:54:56,Bill Payment,20576.65,ATM,Reliance,Pending
46258,536,2024-01-16 17:15:25,Deposit,7806.1,Branch,,Success
44487,537,2024-06-23 22:29:53,Transfer,19241.41,Online,Reliance,Success
15736,538,2023-10-16 05:27:48,Deposit,6603.96,UPI,,Pending
26563,539,2024-05-30 00:07:50,Transfer,13847.16,Branch,Amazon,Success
32841,540,2024-11-03 10:46:37,Withdrawal,1792.26,ATM,,Success
33148,541,2025-03-01 11:44:14,Deposit,2216.29,UPI,,Success
44505,542,2024-11-21 11:55:16,Transfer,1706.53,UPI,Reliance,Success
23447,543,2025-08-03 07:42:26,Transfer,6957.56,UPI,Amazon,Success
4918,544,2024-05-10 15:12:06,Deposit,11462.93,Online,,Success
35894,545,2023-11-13 22:55:29,Withdrawal,5160.29,UPI,,Success
36531,546,2025-03-21 00:10:32,Transfer,2294.46,Online,Electricity Board,Failed
5870,547,2025-01-26 04:31:26,Bill Payment,5105.69,Branch,Amazon,Success
22862,548,2024-10-26 21:38:03,Bill Payment,13378.01,Online,Reliance,Success
48224,549,2024-08-08 22:39:11,Deposit,448.4,UPI,,Success
17654,550,2025-04-18 20:46:20,Transfer,7690.58,UPI,PhonePe,Success
30521,551,2024-02-14 14:48:33,Deposit,301.36,Online,,Success
21684,552,2024-05-09 15:35:30,Deposit,1895.94,Online,,Success
32574,553,2024-09-16 12:54:21,Deposit,12266.73,ATM,,Success
4447,554,2024-07-22 20:11:14,Deposit,8612.89,ATM,,Failed
39533,555,2024-02-24 12:42:23,Deposit,23697.02,UPI,,Success
47393,556,2024-02-06 11:03:19,Transfer,7913.37,UPI,BigBasket,Success
19468,557,2024-12-06 18:13:15,Deposit,840.47,UPI,,Success
40092,558,2024-02-12 08:40:25,Deposit,9277.05,UPI,,Success
1437,559,2024-03-14 14:57:30,Transfer,5862.56,ATM,Electricity Board,Pending
40173,560,2025-05-29 12:34:26,Deposit,1087.16,ATM,,Success
16838,561,2024-11-18 11:38:56,Transfer,2117.57,Branch,Water Board,Success
36999,562,2025-05-16 02:50:32,Bill Payment,11451.31,Branch,Water Board,Success
9212,563,2024-11-04 16:33:06,Deposit,9513.39,ATM,,Success
4584,564,2025-06-18 21:07:35,Withdrawal,12076.6,Branch,,Success
33376,565,2024-03-17 18:41:19,Bill Payment,10642.45,Branch,PhonePe,Success
23280,566,2024-10-14 01:13:43,Deposit,4427.27,ATM,,Success
9704,567,2025-01-20 03:10:59,Withdrawal,2184.06,Online,,Failed
38468,568,2024-09-08 18:19:21,Withdrawal,16650.47,ATM,,Success
13488,569,2024-12-24 15:02:16,Deposit,13413.05,ATM,,Pending
21722,570,2025-05-07 09:22:59,Deposit,321.81,Online,,Success
44257,571,2023-11-29 01:14:52,Transfer,41037.46,ATM,Amazon,Success
15626,572,2024-04-08 16:52:29,Deposit,6547.56,UPI,,Success
33324,573,2024-01-07 17:26:40,Withdrawal,19361.61,UPI,,Success
8116,574,2024-12-27 20:38:03,Transfer,35534.91,Branch,Amazon,Success
7263,575,2024-11-09 01:06:12,Withdrawal,3926.89,Branch,,Success
33404,576,2023-12-29 04:15:20,Withdrawal,5993.74,Branch,,Failed
5019,577,2024-02-20 13:59:04,Deposit,9246.02,Online,,Success
28260,578,2024-03-06 08:07:41,Bill Payment,284.25,Online,Reliance,Pending
39202,579,2024-07-12 00:13:44,Deposit,13276.36,Online,,Success
47083,580,2024-04-05 15:50:09,Transfer,3110.86,Online,Reliance,Success
42858,581,2024-08-30 07:15:50,Deposit,2675.65,ATM,,Success
40121,582,2024-10-10 06:58:33,Deposit,3042.17,Branch,,Success
38267,583,2025-02-02 20:32:27,Deposit,15193.42,Online,,Success
18590,584,2024-09-21 01:13:18,Deposit,1198.53,Branch,,Success
35695,585,2024-07-06 01:09:06,Bill Payment,1696.66,ATM,Gas Supplier,Success
36655,586,2025-08-10 23:45:16,Deposit,9653.81,Online,,Success
5301,587,2024-12-17 12:58:16,Deposit,17112.53,Online,,Success
27533,588,2023-12-05 16:36:29,Deposit,8162.01,UPI,,Failed
2346,589,2024-12-07 01:46:06,Deposit,4561.54,ATM,,Success
28415,590,2024-12-10 07:52:25,Transfer,3047.54,ATM,PhonePe,Pending
18911,591,2025-01-19 06:56:13,Deposit,708.98,UPI,,Success
44077,592,2025-09-09 06:32:47,Withdrawal,8359.52,Branch,,Success
21062,593,2024-04-21 16:41:24,Bill Payment,11235.77,Branch,Flipkart,Success
22797,594,2024-04-28 20:27:33,Withdrawal,11171.47,ATM,,Success
36174,595,2025-07-09 23:53:56,Transfer,12644.97,Online,Gas Supplier,Success
35863,596,2025-04-27 07:52:21,Deposit,6366.34,Branch,,Success
34367,597,2024-08-25 08:29:05,Deposit,34222.77,Branch,,Success
3435,598,2023-12-28 17:16:18,Deposit,3677.35,Branch,,Success
20648,599,2024-03-22 14:51:19,Withdrawal,2818.12,ATM,,Success
36081,600,2025-05-28 22:02:06,Deposit,21270.07,Branch,,Success
23962,601,2024-05-30 10:34:06,Deposit,2426.2,Online,,Success
28853,602,2023-12-03 17:27:22,Deposit,1623.11,UPI,,Success
39043,603,2024-01-26 08:56:12,Withdrawal,2230.44,ATM,,Success
48221,604,2025-02-04 20:40:54,Transfer,5463.08,Branch,IRCTC,Success
44696,605,2024-04-12 22:34:49,Withdrawal,11582.17,Online,,Success
23331,606,2025-04-29 23:43:53,Withdrawal,14575.37,Online,,Success
29029,607,2025-03-17 20:14:05,Transfer,30137.8,Branch,Electricity Board,Success
19624,608,2024-11-25 13:48:39,Withdrawal,2665.53,Branch,,Success
243,609,2025-07-07 06:10:10,Deposit,3721.61,Branch,,Success
11215,610,2024-06-14 19:08:56,Bill Payment,706.46,ATM,IRCTC,Success
18830,611,2025-01-20 19:23:11,Deposit,6088.33,ATM,,Success
29565,612,2025-06-24 14:26:08,Withdrawal,482.16,Online,,Success
5040,613,2025-03-13 01:33:29,Withdrawal,4606.39,Online,,Success
40442,614,2025-08-24 22:14:44,Transfer,2552.78,Branch,PayTM,Pending
46463,615,2023-11-21 11:41:18,Withdrawal,1973.72,Branch,,Success
43488,616,2024-04-02 12:15:40,Withdrawal,1927.79,ATM,,Success
40271,617,2025-05-15 21:36:55,Bill Payment,8460.22,Online,PayTM,Success
34807,618,2024-02-22 02:36:47,Deposit,17059.37,UPI,,Success
34719,619,2025-07-26 09:18:21,Deposit,8787.84,ATM,,Success
49700,620,2024-03-23 13:03:57,Deposit,541.97,Branch,,Success
39344,621,2023-11-26 03:33:29,Transfer,1690.66,Branch,IRCTC,Success
16912,622,2024-03-06 03:57:49,Deposit,9497.1,Online,,Success
48778,623,2025-10-04 19:07:49,Deposit,7666.83,Online,,Success
17220,624,2024-10-19 13:22:56,Deposit,9637.18,ATM,,Success
34664,625,2024-05-14 01:48:18,Deposit,23828.1,UPI,,Success
31291,626,2024-01-27 09:46:26,Bill Payment,286.15,Online,BigBasket,Success
17714,627,2024-04-12 15:47:34,Transfer,21310.92,UPI,Reliance,Success
8585,628,2025-06-28 11:15:01,Bill Payment,2960.31,ATM,Water Board,Success
17948,629,2024-08-24 06:44:18,Withdrawal,2132.36,ATM,,Success
44665,630,2023-12-18 14:06:46,Deposit,17246.51,Online,,Success
12239,631,2025-01-04 06:01:54,Deposit,1218.99,UPI,,Success
23210,632,2024-10-09 05:53:49,Withdrawal,3125.39,Branch,,Success
2164,633,2024-02-26 06:37:11,Deposit,25878.59,Online,,Success
47632,634,2024-07-07 20:46:13,Deposit,570.54,Branch,,Success
43239,635,2024-03-02 02:31:18,Withdrawal,23153.24,UPI,,Success
39126,636,2025-06-28 01:34:19,Withdrawal,9860.89,UPI,,Success
17246,637,2024-02-05 18:09:09,Withdrawal,14999.97,Online,,Success
14011,638,2023-12-12 03:54:53,Deposit,5933.4,Branch,,Success
26311,639,2024-03-25 17:17:15,Deposit,7175.32,UPI,,Success
33264,640,2024-04-05 07:29:32,Deposit,7281.73,ATM,,Success
8538,641,2024-02-20 12:38:48,Bill Payment,12684.08,ATM,Flipkart,Success
5206,642,2024-08-03 21:25:06,Withdrawal,2404.03,Branch,,Success
35375,643,2024-01-15 00:11:22,Withdrawal,7434.35,ATM,,Success
3746,644,2025-04-13 20:59:12,Transfer,24458.0,Online,PayTM,Pending
29659,645,2024-04-15 11:18:14,Deposit,6057.41,Online,,Failed
21506,646,2025-08-04 13:10:01,Bill Payment,1682.02,Online,Flipkart,Success
14747,647,2025-04-10 08:07:56,Deposit,11244.35,ATM,,Success
46944,648,2024-12-19 12:11:10,Bill Payment,580.33,UPI,Reliance,Success
26423,649,2024-09-10 15:55:41,Withdrawal,3265.72,UPI,,Success
41623,650,2024-05-07 20:56:34,Withdrawal,4794.38,Online,,Success
15693,651,2025-06-22 15:33:38,Withdrawal,5966.42,Branch,,Success
41932,652,2025-02-16 19:02:00,Transfer,11918.64,ATM,IRCTC,Failed
42546,653,2025-05-17 00:42:57,Transfer,962.68,UPI,Reliance,Success
27520,654,2024-04-17 15:28:50,Deposit,4384.51,Online,,Success
20646,655,2023-11-30 11:09:05,Withdrawal,8677.65,ATM,,Success
45289,656,2024-08-12 23:19:37,Withdrawal,9597.89,ATM,,Success
10784,657,2023-10-18 10:56:22,Transfer,10119.67,Online,PhonePe,Success
4933,658,2025-07-18 09:28:07,Withdrawal,1254.47,UPI,,Success
42700,659,2024-06-04 06:37:20,Deposit,3134.98,Branch,,Success
31399,660,2025-04-04 03:31:08,Transfer,10577.67,Branch,IRCTC,Success
37373,661,2024-08-14 15:17:28,Withdrawal,3091.06,Branch,,Success
27667,662,2025-09-15 13:28:54,Transfer,4918.1,UPI,PhonePe,Success
14543,663,2024-03-26 08:58:36,Deposit,1177.77,UPI,,Success
25458,664,2024-05-01 00:29:15,Deposit,4958.17,ATM,,Success
7157,665,2024-11-11 09:25:58,Deposit,5491.87,Branch,,Pending
47457,666,2024-05-17 04:24:50,Transfer,29957.32,Branch,Reliance,Success
38937,667,2023-11-23 21:19:53,Deposit,25705.83,Branch,,Success
19204,668,2023-11-09 20:31:43,Deposit,6024.21,UPI,,Success
16986,669,2024-07-17 23:38:09,Withdrawal,8927.11,ATM,,Failed
28127,670,2024-01-18 04:51:00,Bill Payment,9717.43,UPI,Electricity Board,Pending
13941,671,2024-01-09 02:16:13,Withdrawal,9441.96,Online,,Success
6226,672,2023-11-20 05:45:51,Withdrawal,15593.92,Branch,,Success
6463,673,2025-03-31 19:47:14,Withdrawal,7158.81,UPI,,Success
4574,674,2024-01-18 02:45:04,Withdrawal,14857.58,Branch,,Success
10303,675,2024-11-06 21:13:05,Transfer,4216.75,UPI,IRCTC,Success
31265,676,2025-01-30 08:39:07,Transfer,7317.6,Branch,IRCTC,Success
1652,677,2025-07-31 19:37:01,Deposit,2261.77,Branch,,Success
25521,678,2025-07-05 18:19:43,Transfer,3110.96,UPI,Gas Supplier,Success
49588,679,2023-11-09 01:40:58,Deposit,380.61,Branch,,Success
46789,680,2024-01-07 23:54:32,Withdrawal,464.93,UPI,,Success
36046,681,2024-03-03 14:56:27,Withdrawal,28718.22,ATM,,Success
44992,682,2023-12-03 19:48:18,Deposit,2611.66,Online,,Success
34465,683,2023-11-21 16:11:14,Deposit,1174.2,ATM,,Success
42148,684,2025-08-06 19:14:10,Withdrawal,1071.94,UPI,,Failed
4606,685,2024-07-31 00:04:51,Bill Payment,15621.5,ATM,PhonePe,Success
19566,686,2024-02-14 20:21:33,Withdrawal,9146.78,Branch,,Failed
18483,687,2024-08-17 09:25:30,Transfer,2166.8,Online,BigBasket,Failed
36968,688,2024-08-28 02:48:59,Deposit,21254.09,UPI,,Success
24011,689,2024-03-13 02:32:04,Deposit,3581.75,ATM,,Success
44089,690,2024-06-16 02:26:02,Transfer,1447.95,Online,Electricity Board,Success
7351,691,2024-12-28 10:01:36,Bill Payment,30072.64,Online,IRCTC,Failed
44524,692,2024-09-03 08:35:04,Transfer,41795.45,Online,BigBasket,Success
24096,693,2024-03-23 02:29:01,Deposit,14093.6,Online,,Success
29224,694,2025-07-14 20:42:22,Withdrawal,7186.52,UPI,,Success
33800,695,2024-05-02 19:34:16,Deposit,2400.03,Branch,,Success
40371,696,2024-03-15 11:43:23,Transfer,26976.66,Branch,Amazon,Success
26712,697,2025-04-09 08:45:02,Bill Payment,14691.81,ATM,BigBasket,Failed
